q1,q2,q3,q4,lead,d1,d2,d3,d4,distance,spot,play
1,0,0,0,0.5,1,0,0,0,0.25,0.757575758,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.125,0.707070707,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.656565657,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.494949495,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.025,0.404040404,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.252525253,SHORT_PASS
1,0,0,0,0.558333333,1,0,0,0,0.25,0.808080808,MEDIUM_PASS
1,0,0,0,0.558333333,1,0,0,0,0.25,0.666666667,MEDIUM_PASS
1,0,0,0,0.558333333,1,0,0,0,0.25,0.555555556,SHORT_PASS
1,0,0,0,0.558333333,0,0,1,0,0.1,0.494949495,MEDIUM_PASS
1,0,0,0,0.558333333,0,1,0,0,0.1,0.313131313,SHORT_PASS
1,0,0,0,0.558333333,0,0,1,0,0.1,0.313131313,SHORT_PASS
1,0,0,0,0.558333333,1,0,0,0,0.25,0.757575758,LONG_PASS
1,0,0,0,0.5,0,1,0,0,0.1,0.191919192,RUSH
1,0,0,0,0.558333333,0,1,0,0,0.025,0.717171717,RUSH
1,0,0,0,0.558333333,0,1,0,0,0.1,0.494949495,RUSH
1,0,0,0,0.558333333,1,0,0,0,0.25,0.373737374,RUSH
1,0,0,0,0.558333333,1,0,0,0,0.125,0.050505051,RUSH
0,1,0,0,0.558333333,1,0,0,0,0.375,0.343434343,MEDIUM_PASS
0,1,0,0,0.558333333,0,1,0,0,0.1,0.232323232,SHORT_PASS
0,1,0,0,0.616666667,1,0,0,0,0.25,0.555555556,MEDIUM_PASS
0,1,0,0,0.616666667,1,0,0,0,0.25,0.444444444,SHORT_PASS
0,1,0,0,0.616666667,0,0,1,0,0.025,0.868686869,LONG_PASS
0,1,0,0,0.616666667,0,1,0,0,0.225,0.656565657,SHORT_PASS
0,1,0,0,0.616666667,1,0,0,0,0.25,0.797979798,RUSH
0,1,0,0,0.616666667,0,1,0,0,0.225,0.787878788,RUSH
0,1,0,0,0.616666667,0,1,0,0,0.125,0.505050505,RUSH
0,1,0,0,0.616666667,1,0,0,0,0.25,0.95959596,RUSH
0,1,0,0,0.616666667,0,1,0,0,0.075,0.888888889,RUSH
0,1,0,0,0.616666667,1,0,0,0,0.25,0.666666667,RUSH
0,1,0,0,0.616666667,1,0,0,0,0.25,0.333333333,RUSH
0,1,0,0,0.616666667,0,1,0,0,0.05,0.252525253,RUSH
0,1,0,0,0.616666667,1,0,0,0,0.125,0.050505051,RUSH
0,1,0,0,0.616666667,0,1,0,0,0.05,0.02020202,RUSH
0,1,0,0,0.616666667,0,0,1,0,0.2,0.080808081,RUSH
0,0,1,0,0.558333333,0,0,0,1,0.15,0.121212121,FIELD_GOAL
0,0,1,0,0.558333333,1,0,0,0,0.25,0.757575758,MEDIUM_PASS
0,0,1,0,0.558333333,0,1,0,0,0.075,0.565656566,LONG_PASS
0,0,1,0,0.558333333,0,1,0,0,0.075,0.232323232,SHORT_PASS
0,0,1,0,0.558333333,1,0,0,0,0.25,0.161616162,SHORT_PASS
0,0,1,0,0.583333333,0,0,1,0,0.35,0.747474747,SHORT_PASS
0,0,1,0,0.525,1,0,0,0,0.25,0.656565657,MEDIUM_PASS
0,0,1,0,0.525,1,0,0,0,0.25,0.525252525,SHORT_PASS
0,0,1,0,0.525,0,1,0,0,0.025,0.434343434,SHORT_PASS
0,0,1,0,0.583333333,0,0,0,1,0.2,0.686868687,PUNT
0,0,1,0,0.558333333,0,1,0,0,0.15,0.717171717,RUSH
0,0,1,0,0.558333333,1,0,0,0,0.25,0.636363636,RUSH
0,0,1,0,0.558333333,1,0,0,0,0.25,0.464646465,RUSH
0,0,1,0,0.558333333,1,0,0,0,0.25,0.303030303,RUSH
0,0,1,0,0.558333333,0,1,0,0,0.25,0.161616162,RUSH
0,0,1,0,0.558333333,0,0,1,0,0.2,0.141414141,RUSH
0,0,1,0,0.583333333,1,0,0,0,0.25,0.707070707,RUSH
0,0,1,0,0.583333333,0,1,0,0,0.25,0.707070707,RUSH
0,0,1,0,0.525,0,1,0,0,0.25,0.656565657,RUSH
0,0,1,0,0.525,0,0,1,0,0.025,0.565656566,RUSH
0,0,0,1,0.525,0,0,1,0,0.075,0.454545455,SHORT_PASS
0,0,0,1,0.466666667,1,0,0,0,0.25,0.717171717,LONG_PASS
0,0,0,1,0.466666667,0,1,0,0,0.2,0.161616162,SHORT_PASS
0,0,0,1,0.466666667,0,0,1,0,0.175,0.151515152,SHORT_PASS
0,0,0,1,0.466666667,1,0,0,0,0.25,0.636363636,LONG_PASS
0,0,0,1,0.466666667,0,1,0,0,0.1,0.202020202,MEDIUM_PASS
0,0,0,1,0.466666667,0,1,0,0,0.15,0.060606061,SHORT_PASS
0,0,0,1,0.5,0,1,0,0,0.175,0.727272727,SHORT_PASS
0,0,0,1,0.5,0,0,1,0,0.175,0.727272727,SHORT_PASS
0,0,0,1,0.5,1,0,0,0,0.25,0.646464646,SHORT_PASS
0,0,0,1,0.466666667,1,0,0,0,0.25,0.575757576,RUSH
0,0,0,1,0.466666667,1,0,0,0,0.25,0.181818182,RUSH
0,0,0,1,0.466666667,1,0,0,0,0.25,0.404040404,RUSH
