q1,q2,q3,q4,lead,d1,d2,d3,d4,distance,spot,play
0,0,0,1,0.525,0,0,1,0,0.175,0.777777778,SHORT_PASS
0,0,0,1,0.525,0,0,0,1,0.175,0.777777778,PUNT
0,0,0,1,0.466666667,1,0,0,0,0.25,0.757575758,SHORT_PASS
0,0,0,1,0.466666667,0,1,0,0,0.175,0.727272727,RUSH
0,0,0,1,0.466666667,1,0,0,0,0.25,0.555555556,SHORT_PASS
0,0,0,1,0.466666667,0,1,0,0,0.25,0.555555556,LONG_PASS
0,0,0,1,0.466666667,1,0,0,0,0.25,0.171717172,RUSH
0,0,0,1,0.466666667,0,1,0,0,0.2,0.151515152,RUSH
0,0,0,1,0.466666667,0,0,1,0,0.15,0.131313131,RUSH
0,0,0,1,0.466666667,1,0,0,0,0.175,0.070707071,RUSH
0,0,0,1,0.466666667,0,1,0,0,0.075,0.03030303,SHORT_PASS
0,0,0,1,0.466666667,1,0,0,0,0.25,0.98989899,RUSH
0,0,0,1,0.466666667,0,1,0,0,0.2,0.96969697,RUSH
0,0,0,1,0.45,1,0,0,0,0.25,0.808080808,SHORT_PASS
0,0,0,1,0.45,0,1,0,0,0.25,0.808080808,SHORT_PASS
0,0,0,1,0.45,0,0,1,0,0.25,0.808080808,RUSH
0,0,0,1,0.45,0,0,0,1,0.125,0.757575758,SHORT_PASS
0,0,0,1,0.425,1,0,0,0,0.25,0.757575758,SHORT_PASS
0,0,0,1,0.425,0,1,0,0,0.25,0.757575758,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.707070707,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.555555556,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.303030303,RUSH
1,0,0,0,0.5,0,1,0,0,0.225,0.292929293,RUSH
1,0,0,0,0.5,0,0,1,0,0.2,0.282828283,SHORT_PASS
1,0,0,0,0.5,0,0,0,1,0.35,0.343434343,PUNT
1,0,0,0,0.5,1,0,0,0,0.25,0.373737374,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.45,0.454545455,MEDIUM_PASS
1,0,0,0,0.5,0,1,0,0,0.175,0.343434343,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.175,0.343434343,RUSH
1,0,0,0,0.5,0,0,0,1,0.1,0.313131313,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.191919192,RUSH
1,0,0,0,0.5,0,1,0,0,0.275,0.202020202,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.15,0.151515152,SHORT_PASS
1,0,0,0,0.5,0,0,0,1,0.025,0.101010101,RUSH
1,0,0,0,0.5,1,0,0,0,0.175,0.070707071,RUSH
1,0,0,0,0.5,0,1,0,0,0.1,0.04040404,RUSH
1,0,0,0,0.5,0,0,1,0,0.1,0.04040404,SHORT_PASS
1,0,0,0,0.5,0,0,0,1,0.1,0.04040404,FIELD_GOAL
1,0,0,0,0.525,1,0,0,0,0.25,0.717171717,SHORT_PASS
1,0,0,0,0.525,0,1,0,0,0.075,0.646464646,RUSH
1,0,0,0,0.525,0,0,1,0,0.025,0.626262626,MEDIUM_PASS
1,0,0,0,0.525,1,0,0,0,0.25,0.434343434,SHORT_PASS
1,0,0,0,0.525,0,1,0,0,0.25,0.434343434,SHORT_PASS
0,1,0,0,0.525,0,0,1,0,0.25,0.434343434,SHORT_PASS
0,1,0,0,0.525,0,0,0,1,0.25,0.434343434,PUNT
0,1,0,0,0.525,1,0,0,0,0.25,0.555555556,SHORT_PASS
0,1,0,0,0.525,0,1,0,0,0.25,0.555555556,RUSH
0,1,0,0,0.525,0,0,1,0,0.25,0.555555556,SHORT_PASS
0,1,0,0,0.525,0,0,0,1,0.25,0.555555556,PUNT
0,1,0,0,0.525,1,0,0,0,0.25,0.404040404,MEDIUM_PASS
0,1,0,0,0.525,1,0,0,0,0.25,0.252525253,SHORT_PASS
0,1,0,0,0.525,0,1,0,0,0.225,0.242424242,RUSH
0,1,0,0,0.525,0,0,1,0,0.025,0.161616162,SHORT_PASS
0,1,0,0,0.525,0,0,0,1,0.025,0.161616162,RUSH
0,1,0,0,0.525,1,0,0,0,0.25,0.141414141,RUSH
0,1,0,0,0.525,0,1,0,0,0.225,0.131313131,RUSH
0,1,0,0,0.525,1,0,0,0,0.025,0.01010101,RUSH
0,1,0,0,0.525,1,0,0,0,0.25,0.707070707,SHORT_PASS
0,1,0,0,0.525,0,1,0,0,0.25,0.707070707,RUSH
0,1,0,0,0.525,0,0,1,0,0.125,0.656565657,SHORT_PASS
0,1,0,0,0.525,0,0,0,1,0.125,0.656565657,PUNT
0,1,0,0,0.525,1,0,0,0,0.25,0.797979798,RUSH
0,1,0,0,0.525,0,1,0,0,0.15,0.757575758,MEDIUM_PASS
0,1,0,0,0.525,1,0,0,0,0.25,0.626262626,MEDIUM_PASS
0,1,0,0,0.525,1,0,0,0,0.25,0.505050505,MEDIUM_PASS
0,1,0,0,0.525,1,0,0,0,0.25,0.404040404,SHORT_PASS
0,1,0,0,0.525,0,1,0,0,0.1,0.343434343,SHORT_PASS
0,1,0,0,0.525,0,0,1,0,0.1,0.343434343,SHORT_PASS
0,1,0,0,0.525,0,0,0,1,0.1,0.343434343,SHORT_PASS
0,1,0,0,0.466666667,1,0,0,0,0.25,0.707070707,RUSH
0,0,1,0,0.466666667,1,0,0,0,0.25,0.808080808,SHORT_PASS
0,0,1,0,0.466666667,0,1,0,0,0.25,0.808080808,RUSH
0,0,1,0,0.466666667,0,0,1,0,0.025,0.717171717,RUSH
0,0,1,0,0.466666667,1,0,0,0,0.25,0.686868687,SHORT_PASS
0,0,1,0,0.466666667,0,1,0,0,0.1,0.626262626,RUSH
0,0,1,0,0.466666667,1,0,0,0,0.25,0.585858586,RUSH
0,0,1,0,0.466666667,1,0,0,0,0.25,0.434343434,RUSH
0,0,1,0,0.466666667,0,1,0,0,0.15,0.393939394,SHORT_PASS
0,0,1,0,0.466666667,0,0,1,0,0.15,0.393939394,MEDIUM_PASS
0,0,1,0,0.466666667,1,0,0,0,0.25,0.252525253,RUSH
0,0,1,0,0.466666667,1,0,0,0,0.2,0.080808081,RUSH
0,0,1,0,0.466666667,0,1,0,0,0.2,0.080808081,SHORT_PASS
0,0,1,0,0.466666667,1,0,0,0,0.25,0.777777778,MEDIUM_PASS
0,0,1,0,0.466666667,1,0,0,0,0.25,0.666666667,RUSH
0,0,1,0,0.466666667,0,1,0,0,0.225,0.656565657,RUSH
0,0,1,0,0.466666667,0,0,1,0,0.6,0.808080808,SHORT_PASS
0,0,1,0,0.466666667,0,0,0,1,0.575,0.797979798,PUNT
0,0,1,0,0.408333333,1,0,0,0,0.25,0.828282828,RUSH
0,0,1,0,0.408333333,0,1,0,0,0.225,0.818181818,SHORT_PASS
0,0,0,1,0.408333333,0,0,1,0,0.05,0.747474747,RUSH
0,0,0,1,0.408333333,1,0,0,0,0.25,0.686868687,RUSH
0,0,0,1,0.408333333,0,1,0,0,0.25,0.686868687,SHORT_PASS
0,0,0,1,0.408333333,0,0,1,0,0.075,0.616161616,SHORT_PASS
0,0,0,1,0.408333333,1,0,0,0,0.25,0.565656566,RUSH
0,0,0,1,0.408333333,0,1,0,0,0.175,0.535353535,SHORT_PASS
0,0,0,1,0.408333333,0,0,1,0,0.075,0.494949495,SHORT_PASS
0,0,0,1,0.408333333,1,0,0,0,0.25,0.404040404,RUSH
0,0,0,1,0.408333333,0,1,0,0,0.075,0.333333333,RUSH
0,0,0,1,0.408333333,0,0,1,0,0.05,0.323232323,RUSH
0,0,0,1,0.408333333,1,0,0,0,0.25,0.303030303,RUSH
0,0,0,1,0.408333333,0,1,0,0,0.2,0.282828283,MEDIUM_PASS
0,0,0,1,0.408333333,1,0,0,0,0.25,0.121212121,RUSH
0,0,0,1,0.408333333,0,1,0,0,0.275,0.131313131,SHORT_PASS
0,0,0,1,0.408333333,0,0,1,0,0.1,0.060606061,SHORT_PASS
0,0,0,1,0.408333333,0,0,0,1,0.1,0.060606061,SHORT_PASS
0,0,0,1,0.475,1,0,0,0,0.25,0.858585859,RUSH
0,0,0,1,0.475,0,1,0,0,0.1,0.797979798,SHORT_PASS
0,0,0,1,0.475,0,0,1,0,0.025,0.767676768,RUSH
0,0,0,1,0.475,1,0,0,0,0.25,0.747474747,MEDIUM_PASS
0,0,0,1,0.475,1,0,0,0,0.25,0.565656566,RUSH
0,0,0,1,0.475,0,1,0,0,0.175,0.535353535,SHORT_PASS
0,0,0,1,0.475,0,0,1,0,0.05,0.484848485,SHORT_PASS
0,0,0,1,0.475,1,0,0,0,0.25,0.434343434,RUSH
0,0,0,1,0.475,1,0,0,0,0.25,0.272727273,SHORT_PASS
0,0,0,1,0.475,0,1,0,0,0.25,0.272727273,SHORT_PASS
0,0,0,1,0.475,0,0,1,0,0.125,0.222222222,RUSH
0,0,0,1,0.475,0,0,0,1,0.05,0.191919192,MEDIUM_PASS
0,0,0,1,0.475,1,0,0,0,0.15,0.060606061,RUSH
0,0,0,1,0.475,0,1,0,0,0.1,0.04040404,RUSH
0,0,0,1,0.475,0,0,1,0,0.125,0.050505051,RUSH
0,0,0,1,0.533333333,1,0,0,0,0.25,0.282828283,RUSH
0,0,0,1,0.533333333,0,1,0,0,0.25,0.282828283,RUSH
0,0,0,1,0.533333333,1,0,0,0,0.075,0.03030303,RUSH
0,0,0,1,0.591666667,1,0,0,0,0.25,0.414141414,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.747474747,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.15,0.707070707,RUSH
1,0,0,0,0.5,0,0,1,0,0.075,0.676767677,SHORT_PASS
1,0,0,0,0.5,0,0,0,1,0.075,0.676767677,PUNT
1,0,0,0,0.5,1,0,0,0,0.25,0.848484848,RUSH
1,0,0,0,0.5,0,1,0,0,0.15,0.808080808,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.646464646,RUSH
1,0,0,0,0.5,0,1,0,0,0.2,0.626262626,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.424242424,RUSH
1,0,0,0,0.5,0,1,0,0,0.275,0.434343434,RUSH
1,0,0,0,0.5,0,0,1,0,0.45,0.505050505,RUSH
1,0,0,0,0.5,0,0,0,1,0.35,0.464646465,PUNT
1,0,0,0,0.5,1,0,0,0,0.25,0.636363636,RUSH
1,0,0,0,0.5,0,1,0,0,0.2,0.616161616,RUSH
1,0,0,0,0.5,0,0,1,0,0.05,0.555555556,SHORT_PASS
1,0,0,0,0.5,0,0,0,1,0.05,0.555555556,PUNT
0,1,0,0,0.5,1,0,0,0,0.25,0.808080808,MEDIUM_PASS
0,1,0,0,0.5,1,0,0,0,0.25,0.616161616,RUSH
0,1,0,0,0.5,0,1,0,0,0.025,0.525252525,RUSH
0,1,0,0,0.5,1,0,0,0,0.375,0.515151515,SHORT_PASS
0,1,0,0,0.5,0,1,0,0,0.375,0.515151515,SHORT_PASS
0,1,0,0,0.5,0,0,1,0,0.175,0.434343434,SHORT_PASS
0,1,0,0,0.5,0,0,0,1,0.175,0.434343434,PUNT
0,1,0,0,0.5,1,0,0,0,0.25,0.797979798,MEDIUM_PASS
0,1,0,0,0.5,1,0,0,0,0.25,0.606060606,LONG_PASS
0,1,0,0,0.5,1,0,0,0,0.25,0.232323232,RUSH
0,1,0,0,0.5,0,1,0,0,0.175,0.202020202,SHORT_PASS
0,1,0,0,0.5,0,0,1,0,0.175,0.202020202,SHORT_PASS
0,1,0,0,0.5,0,0,0,1,0.3,0.252525253,SHORT_PASS
0,1,0,0,0.5,1,0,0,0,0.25,0.797979798,RUSH
0,0,1,0,0.5,1,0,0,0,0.25,0.898989899,RUSH
0,0,1,0,0.5,0,1,0,0,0.1,0.838383838,RUSH
0,0,1,0,0.5,0,0,1,0,0.325,0.929292929,MEDIUM_PASS
0,0,1,0,0.441666667,1,0,0,0,0.25,0.828282828,RUSH
0,0,1,0,0.441666667,0,1,0,0,0.2,0.808080808,SHORT_PASS
0,0,1,0,0.441666667,0,0,1,0,0.2,0.808080808,MEDIUM_PASS
0,0,1,0,0.441666667,1,0,0,0,0.25,0.606060606,RUSH
0,0,1,0,0.441666667,1,0,0,0,0.25,0.464646465,LONG_PASS
0,0,1,0,0.441666667,1,0,0,0,0.1,0.04040404,RUSH
0,0,1,0,0.441666667,0,1,0,0,0.325,0.131313131,RUSH
0,0,1,0,0.441666667,0,0,1,0,0.325,0.131313131,SHORT_PASS
0,0,1,0,0.441666667,0,0,0,1,0.225,0.090909091,FIELD_GOAL
0,0,1,0,0.466666667,1,0,0,0,0.25,0.444444444,RUSH
0,0,1,0,0.466666667,0,1,0,0,0.225,0.434343434,RUSH
0,0,1,0,0.466666667,0,0,1,0,0.425,0.515151515,SHORT_PASS
0,0,1,0,0.466666667,0,0,0,1,0.225,0.434343434,SHORT_PASS
0,0,1,0,0.408333333,1,0,0,0,0.25,0.737373737,SHORT_PASS
0,0,1,0,0.408333333,0,1,0,0,0.25,0.737373737,SHORT_PASS
0,0,1,0,0.408333333,0,0,1,0,0.25,0.737373737,SHORT_PASS
0,0,1,0,0.408333333,0,0,0,1,0.25,0.737373737,PUNT
0,0,1,0,0.35,1,0,0,0,0.25,0.808080808,MEDIUM_PASS
0,0,1,0,0.35,1,0,0,0,0.25,0.696969697,RUSH
0,0,0,1,0.35,0,1,0,0,0.125,0.646464646,SHORT_PASS
0,0,0,1,0.35,0,0,1,0,0.125,0.646464646,MEDIUM_PASS
0,0,0,1,0.35,1,0,0,0,0.25,0.464646465,RUSH
0,0,0,1,0.35,0,1,0,0,0.1,0.404040404,SHORT_PASS
0,0,0,1,0.35,0,0,1,0,0.1,0.404040404,SHORT_PASS
0,0,0,1,0.35,1,0,0,0,0.25,0.323232323,RUSH
0,0,0,1,0.35,0,1,0,0,0.175,0.292929293,SHORT_PASS
0,0,0,1,0.35,0,0,1,0,0.3,0.343434343,MEDIUM_PASS
0,0,0,1,0.35,0,0,0,1,0.025,0.232323232,RUSH
0,0,0,1,0.35,1,0,0,0,0.25,0.212121212,SHORT_PASS
0,0,0,1,0.35,0,1,0,0,0.25,0.212121212,SHORT_PASS
0,0,0,1,0.35,0,0,1,0,0.2,0.191919192,SHORT_PASS
0,0,0,1,0.35,0,0,0,1,0.2,0.191919192,MEDIUM_PASS
0,0,0,1,0.35,1,0,0,0,0.1,0.04040404,RUSH
0,0,0,1,0.35,0,1,0,0,0.075,0.03030303,RUSH
0,0,0,1,0.35,0,0,1,0,0.05,0.02020202,SHORT_PASS
0,0,0,1,0.341666667,1,0,0,0,0.25,0.838383838,SHORT_PASS
0,0,0,1,0.341666667,0,1,0,0,0.25,0.838383838,SHORT_PASS
0,0,0,1,0.341666667,0,0,1,0,0.15,0.797979798,SHORT_PASS
0,0,0,1,0.341666667,1,0,0,0,0.25,0.717171717,SHORT_PASS
0,0,0,1,0.341666667,0,1,0,0,0.25,0.717171717,SHORT_PASS
0,0,0,1,0.341666667,0,0,1,0,0.075,0.646464646,SHORT_PASS
0,0,0,1,0.341666667,1,0,0,0,0.25,0.585858586,SHORT_PASS
0,0,0,1,0.341666667,0,1,0,0,0.175,0.555555556,MEDIUM_PASS
0,0,0,1,0.341666667,1,0,0,0,0.375,0.393939394,RUSH
0,0,0,1,0.341666667,0,1,0,0,0.35,0.383838384,LONG_PASS
0,0,0,1,0.341666667,1,0,0,0,0.175,0.070707071,RUSH
0,0,0,1,0.341666667,0,1,0,0,0.5,0.202020202,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.888888889,RUSH
1,0,0,0,0.5,0,1,0,0,0.05,0.808080808,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.747474747,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.575757576,RUSH
1,0,0,0,0.5,0,1,0,0,0.35,0.616161616,MEDIUM_PASS
1,0,0,0,0.5,0,0,1,0,0.075,0.505050505,SHORT_PASS
1,0,0,0,0.5,0,0,0,1,0.05,0.494949495,SHORT_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.404040404,RUSH
1,0,0,0,0.5,0,1,0,0,0.125,0.353535354,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.125,0.353535354,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.242424242,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.848484848,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.727272727,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.025,0.636363636,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.025,0.636363636,SHORT_PASS
1,0,0,0,0.5,0,0,0,1,0.025,0.636363636,PUNT
1,0,0,0,0.5,1,0,0,0,0.25,0.808080808,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.666666667,LONG_PASS
1,0,0,0,0.5,1,0,0,0,0.25,0.454545455,RUSH
1,0,0,0,0.5,0,1,0,0,0.2,0.434343434,SHORT_PASS
1,0,0,0,0.5,0,0,1,0,0.025,0.363636364,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.333333333,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.125,0.282828283,RUSH
1,0,0,0,0.5,1,0,0,0,0.25,0.212121212,SHORT_PASS
1,0,0,0,0.5,0,1,0,0,0.25,0.212121212,MEDIUM_PASS
1,0,0,0,0.5,1,0,0,0,0.15,0.060606061,SHORT_PASS
0,1,0,0,0.533333333,1,0,0,0,0.25,0.767676768,RUSH
0,1,0,0,0.533333333,0,1,0,0,0.15,0.727272727,LONG_PASS
0,1,0,0,0.533333333,1,0,0,0,0.25,0.505050505,SHORT_PASS
0,1,0,0,0.533333333,0,1,0,0,0.25,0.505050505,SHORT_PASS
0,1,0,0,0.533333333,0,0,1,0,0.25,0.505050505,SHORT_PASS
0,1,0,0,0.533333333,0,0,0,1,0.25,0.505050505,PUNT
0,1,0,0,0.533333333,1,0,0,0,0.25,0.737373737,RUSH
0,1,0,0,0.533333333,0,1,0,0,0.225,0.727272727,RUSH
0,1,0,0,0.533333333,0,0,1,0,0.175,0.707070707,MEDIUM_PASS
0,1,0,0,0.533333333,1,0,0,0,0.25,0.585858586,RUSH
0,1,0,0,0.533333333,0,1,0,0,0.125,0.535353535,SHORT_PASS
0,1,0,0,0.533333333,0,0,1,0,0.125,0.535353535,SHORT_PASS
0,1,0,0,0.533333333,0,0,0,1,0.125,0.535353535,PUNT
0,1,0,0,0.533333333,1,0,0,0,0.25,0.181818182,SHORT_PASS
0,1,0,0,0.533333333,0,1,0,0,0.25,0.181818182,RUSH
0,1,0,0,0.533333333,0,0,1,0,0.15,0.141414141,SHORT_PASS
0,0,1,0,0.533333333,1,0,0,0,0.25,0.797979798,SHORT_PASS
0,0,1,0,0.533333333,0,1,0,0,0.25,0.797979798,SHORT_PASS
0,0,1,0,0.533333333,0,0,1,0,0.225,0.787878788,MEDIUM_PASS
0,0,1,0,0.533333333,1,0,0,0,0.25,0.686868687,SHORT_PASS
0,0,1,0,0.533333333,0,1,0,0,0.25,0.686868687,RUSH
0,0,1,0,0.533333333,0,0,1,0,0.125,0.636363636,SHORT_PASS
0,0,1,0,0.533333333,1,0,0,0,0.25,0.545454545,MEDIUM_PASS
0,0,1,0,0.533333333,1,0,0,0,0.25,0.353535354,RUSH
0,0,1,0,0.533333333,0,1,0,0,0.125,0.303030303,SHORT_PASS
0,0,1,0,0.533333333,0,0,1,0,0.125,0.303030303,SHORT_PASS
0,0,1,0,0.533333333,0,0,0,1,0.125,0.303030303,SHORT_PASS
0,0,1,0,0.475,1,0,0,0,0.25,0.757575758,RUSH
0,0,1,0,0.475,0,1,0,0,0.125,0.707070707,RUSH
0,0,1,0,0.475,0,0,1,0,0.025,0.666666667,SHORT_PASS
0,0,1,0,0.475,1,0,0,0,0.25,0.656565657,RUSH
0,0,1,0,0.475,0,1,0,0,0.175,0.626262626,RUSH
0,0,1,0,0.475,0,0,1,0,0.2,0.636363636,SHORT_PASS
0,0,1,0,0.475,0,0,0,1,0.125,0.606060606,PUNT
0,0,0,1,0.475,1,0,0,0,0.25,0.787878788,RUSH
0,0,0,1,0.475,0,1,0,0,0.225,0.777777778,SHORT_PASS
0,0,0,1,0.475,0,0,1,0,0.05,0.707070707,MEDIUM_PASS
0,0,0,1,0.475,1,0,0,0,0.25,0.575757576,RUSH
0,0,0,1,0.475,0,1,0,0,0.025,0.484848485,RUSH
0,0,0,1,0.475,1,0,0,0,0.25,0.464646465,SHORT_PASS
0,0,0,1,0.475,0,1,0,0,0.25,0.464646465,SHORT_PASS
0,0,0,1,0.475,0,0,1,0,0.25,0.464646465,SHORT_PASS
0,0,0,1,0.475,0,0,0,1,0.25,0.464646465,PUNT
0,0,0,1,0.416666667,1,0,0,0,0.25,0.898989899,SHORT_PASS
0,0,0,1,0.416666667,0,1,0,0,0.25,0.898989899,SHORT_PASS
0,0,0,1,0.416666667,0,0,1,0,0.25,0.898989899,SHORT_PASS
0,0,0,1,0.416666667,0,0,0,1,0.25,0.898989899,MEDIUM_PASS
0,0,0,1,0.416666667,1,0,0,0,0.25,0.737373737,MEDIUM_PASS
0,0,0,1,0.416666667,1,0,0,0,0.25,0.555555556,SHORT_PASS
1,0,0,0,0.475,1,0,0,0,0.25,0.707070707,SHORT_PASS
1,0,0,0,0.475,0,1,0,0,0.1,0.646464646,RUSH
