"You're such a selfish person, always thinking only about yourself.",anger
Can't you ever listen?,anger
This is ridiculous and I'm not going to stand for it.,anger
Your selfishness is unbelievable.,anger
"You're just like your father, always so selfish",anger
"You're always so late, never considering how it affects others.",anger
You're always so lazy and never take responsibility for your actions,anger
"You're so selfish, you only think about yourself and never about how your actions affect others.",anger
Can't you just leave me alone.,anger
Can't you just admit you're wrong?,anger
"You're always late, it's so frustrating",anger
"You're not even sorry for what you did, are you?",anger
I hate how you always try to make me feel guilty for something that's not even my fault.,anger
Get out of my sight,anger
I've had it up to here with your excuses,anger
"I'm sick of your excuses, just do your job.",anger
"I'm so sick of your excuses, just own up to it.",anger
"I'm done talking to you, you're just not listening to anything I say.",anger
Why did you have to go and do that?,anger
Can't you ever do something right for once?,anger
You're always late and it's so frustrating.,anger
You're always pushing my buttons and it's getting old,anger
I'm at my wit's end with your constant lies,anger
"Stop yelling at me, I'm trying to talk.",anger
I'm so sick of your lies,anger
I'm so sick and tired of your lies.,anger
"You're not listening to me, are you just pretending to care?",anger
I hate it when you do that.,anger
I'm sick of your nonsense,anger
I'm done with your lies.,anger
"I'm sick of your excuses, just own up to it.",anger
"You're always so condescending, it's like you think you're better than me.",anger
You're always so selfish and only think about yourself,anger
I'm so fed up with this constant nagging and blaming.,anger
I'm at my wit's end with your behavior,anger
"You're just trying to manipulate me, that's all.",anger
You're always late and never consider how I feel.,anger
"You're really annoying me, just calm down",anger
I'm so fed up with your nonsense,anger
I'm so angry I could scream right now,anger
Why do you always have to make things so difficult?,anger
"I'm done with your games, it's over.",anger
I've had enough of your condescending attitude.,anger
"I'm so sick of your lies, stop it now",anger
You're going to regret this,anger
I'm at my breaking point with your behavior.,anger
How dare you talk to me like that,anger
I'm so frustrated with our situation.,anger
This is the final straw and I've had enough.,anger
I'm so mad I could scream.,anger
Can't you just do what I asked for once?,anger
"I'm so sick of your lies, you're always deceiving me",anger
You're just trying to get attention and manipulate me.,anger
"I can't believe you're still blaming me for this, it's ridiculous.",anger
I hate it when you do this to me,anger
You're just making things worse with your stupid decisions.,anger
I'm so angry I could scream.,anger
I am so sick of your lies,anger
I hate it when you do this.,anger
"I swear, I've had it up to here with your constant whining.",anger
Just get out of my face.,anger
I'm fed up with your constant lying.,anger
"Stupid mistake, he did that on purpose.",anger
You are always so careless.,anger
This is ridiculous,anger
You are such a jerk,anger
Why do you always have to make things harder?,anger
I'll never speak to you again after what you did.,anger
I don't know why you always have to make me feel like I'm not good enough.,anger
"I'm at my wit's end, I don't know how much more I can take of your lies.",anger
I'm angry that you didn't tell me about this sooner.,anger
It's ridiculous how much money we waste on useless things.,anger
How many times do I have to remind you to do something?,anger
"I've been patient, but now I'm fed up with your nonsense",anger
"You're always leaving me to do all the work, it's unfair.",anger
"I swear, every time I turn around, you're making another mistake.",anger
I'm angry because you didn't consider my feelings.,anger
I'm at the end of my rope with your constant criticism.,anger
"You're just like your father, always so selfish.",anger
"I'm so sick of your excuses, just admit you're wrong.",anger
I'm sick of your excuses,anger
You're completely out of line,anger
You're just pretending to care about me.,anger
I'll never forgive you for this,anger
You're just pretending to care about me,anger
"I've had it with your excuses, it's time for some real action",anger
You're a liar.,anger
I'm so tired of your excuses,anger
You never listen to me and never care about my feelings.,anger
I'm so tired of your constant need for attention.,anger
"You're always so late, it's so frustrating",anger
"How could you do that to me, it's unbelievable.",anger
You're so unfair,anger
I've had enough of your lies.,anger
How could you do this to me after everything I've done for you?,anger
"You're just a fake friend, only looking out for yourself.",anger
"You're just like your father, always getting your way",anger
Can't you see I'm trying to talk to you?,anger
I hate it when you do this to me.,anger
"You're so thoughtless, you never think about anyone else.",anger
I hate it when people don't do what they're supposed to do.,anger
I'm at my wit's end with your constant nagging.,anger
You never apologize when you're wrong.,anger
You're just trying to get attention.,anger
"You're a complete failure, you can't even take care of yourself",anger
"You're just like your father, always selfish",anger
Why do you always have to disagree with me?,anger
Can't you just listen for once?,anger
You're unbelievable,anger
"You're never there for me when I need you, but you always expect me to be there for you.",anger
You're such a liar,anger
You're always so quick to get defensive and never want to admit when you're wrong.,anger
I'm so tired of your lies,anger
I hate it when you talk down to me like that.,anger
"This is ridiculous, we're never going to get anything done.",anger
I've had it up to here with your constant complaining.,anger
You never take responsibility for your actions.,anger
"You're not listening to me, you never listen.",anger
"I'm done with your lies, I can't trust you anymore.",anger
How can you be so thoughtless and disregardful?,anger
You are so inconsiderate and thoughtless.,anger
"You never listen to me, you just talk over me and never hear what I have to say.",anger
"Can't you see that I'm trying to talk to you, but you're not even listening?",anger
Why did he have to go and do that?,anger
"You're always so quick to judge others, but you have no idea what you're talking about.",anger
You're just trying to make me look bad.,anger
Why do I always have to be the one to clean up after everyone else?,anger
"You're just like your father, always so lazy.",anger
You're not listening to me at all.,anger
I'm so angry that I can't even think straight.,anger
"I'm done with this conversation, it's over",anger
"I'm so angry I could scream, this is ridiculous.",anger
My brother is so stupid for not helping me move.,anger
You're always so inconsiderate.,anger
"I've had it with your excuses, just get it done",anger
Can't you ever just listen to me without interrupting?,anger
"You know that's not right, don't you?",anger
This is all about you and your ego.,anger
Your lack of consideration is unbelievable.,anger
You're not considering my needs at all.,anger
"I'm done with this conversation, I need some space.",anger
"I can't believe you did that, you're so irresponsible",anger
Can't you just listen to me for once instead of interrupting all the time?,anger
"I've tried to talk to you about this, but you never listen",anger
This company is so unfair to its employees.,anger
"This is ridiculous, you're not even trying.",anger
You're just not listening to me and it's really annoying.,anger
"You're always so critical, never supportive.",anger
"I'm so angry, I could scream, you're so inconsiderate",anger
Why do you always have to be so difficult?,anger
"You're just like your father, always selfish and uncaring.",anger
I don't know why I even bother with you,anger
I'm so tired of feeling like I'm always the one who has to make up for your mistakes,anger
"Why do you always have to be so right, can't you just be wrong for once?",anger
You're so inconsiderate and never think about how your actions affect me,anger
Why do you always have to be so selfish and only think about yourself?,anger
I can't believe you did that without asking me.,anger
I'm so fed up with your constant whining.,anger
You're always so late and never consider how it affects me.,anger
I'm sick and tired of your excuses.,anger
I'm fed up with your constant complaining,anger
My brother did this on purpose just to spite me.,anger
You're always so selfish and never think about others.,anger
I'm so sick of always having to do things for you.,anger
"You're never there for me when I need you, it hurts.",anger
You're always late and it's so annoying.,anger
You're always late and it's getting old,anger
"That's it, I've finally had enough of your nonsense, stop it right now",anger
"Can't you see I'm trying to focus here, stop bothering me",anger
This is the last straw for me.,anger
I'll never forgive you.,anger
I specifically told you not to touch that.,anger
I'm sick and tired of your constant nagging.,anger
Stop making excuses.,anger
"I've had enough of your lies, it's time for the truth.",anger
How could you be so thoughtless and inconsiderate?,anger
You're always so inconsiderate,anger
"You're so inconsiderate, you never think about others.",anger
I'm so tired of your constant excuses.,anger
You're not listening to me.,anger
"I'm sick of your excuses, just own up to your mistakes.",anger
"You're always late, it's getting old.",anger
I'm better off without you.,anger
"You're always so late, it's like you don't care about anyone else's time but your own.",anger
You're always causing trouble and now look what's happened.,anger
I cannot believe you would do something so hurtful.,anger
"I'm fed up with your excuses, just do it",anger
You're just not taking this seriously and it's really infuriating.,anger
I'm sick and tired of this,anger
Can't you see that's not what I want?,anger
Can't you see I'm busy?,anger
Why did you have to go and hurt my feelings?,anger
"You're really hurting me, stop being so mean",anger
"You're always so quick to blame others, never take responsibility.",anger
"I'm at my wit's end, just stop it already.",anger
"You're just like your father, selfish and inconsiderate.",anger
"I've had enough of your excuses, just fix the problem",anger
"I can't take this anymore, you're always so selfish",anger
You're not taking my feelings seriously.,anger
"I'm so angry I could scream, this is outrageous.",anger
I don't know why you have to be so selfish.,anger
You're always making me late for work,anger
You're just trying to get out of helping me.,anger
"I can't believe you did that, you're so irresponsible.",anger
You're not even trying to make an effort.,anger
Can't you see I'm busy and I don't have time for your nonsense.,anger
I wish you would just be honest about your intentions.,anger
"You're always so critical, never giving anyone credit for anything.",anger
I'm so sick of your constant whining.,anger
"This is ridiculous, I'm so sick of dealing with this",anger
Why can't you just listen to me without interrupting?,anger
I'm so angry about the news today.,anger
"You're so inconsiderate, disrupting my whole day",anger
Can't you do anything right?,anger
You're impossible to live with.,anger
You're always so selfish.,anger
"I'm so sick of your excuses, just own up to your mistakes.",anger
"I'm done with your games, you're not going to get away with this.",anger
I'm so sick of your condescending attitude,anger
Why did you do that?,anger
I hate it when people don't keep their promises.,anger
You're so selfish.,anger
"I'm so sick of your excuses, just do something for once.",anger
"I can't believe you did that, you're so inconsiderate.",anger
Your constant procrastination is ridiculous.,anger
"Can't you see I'm struggling, stop adding to my stress",anger
